PMID,Title,Year,Journal,Authors,PublicationTypes,Mesh,Dataset
21177012,Relationship between periodontal disease and mortality in patients treated with maintenance hemodialysis.,2011 Feb,American journal of kidney diseases : the official journal of the National Kidney Foundation,Chen LP; Chiang CK; Peng YS; Hsu SP; Lin CY; Lai CF; Hung KY,"Journal Article; Research Support, Non-U.S. Gov't",Aged; Chronic Disease; Comorbidity; Female; Follow-Up Studies; Humans; Inflammation/complications/epidemiology; Kaplan-Meier Estimate; Kidney Diseases/*mortality/*therapy; Male; Malnutrition/complications/epidemiology; Middle Aged; Periodontal Diseases/*complications/epidemiology; Prevalence; Prospective Studies; *Renal Dialysis; *Severity of Illness Index; Treatment Outcome,Clinical
32215767,"Evaluation of the clinical and biochemical efficacy of erbium, chromium:ytrium-scandium-gallium-garnet (ER,CR:YSGG) laser treatment in periodontitis.",2020 Sep,Lasers in medical science,Sezen D; Hatipoglu M; Ustun K,Journal Article; Randomized Controlled Trial,"Adolescent; Adult; Aged; Female; Gingival Crevicular Fluid; Humans; *Laser Therapy; Lasers, Solid-State/*therapeutic use; Male; Middle Aged; Periodontal Index; Periodontitis/*surgery; Young Adult",Clinical
27277362,Factors Associated with Periodontal Disease in Pregnant Diabetic Women.,2016 Apr,Mymensingh medical journal : MMJ,Anwar N; Zaman N; Nimmi N; Chowdhury TA; Khan MH,Journal Article,"Adolescent; Adult; Bangladesh/epidemiology; Comorbidity; Cross-Sectional Studies; Diabetes Mellitus/*epidemiology/etiology; Diabetes, Gestational/epidemiology/etiology; Female; Humans; Periodontal Diseases/*epidemiology/etiology; Pregnancy; Pregnancy in Diabetics/epidemiology/etiology; Risk Factors; Young Adult",Clinical
28791827,Correlation between the state of periodontal tissues and selected risk factors for periodontitis and myocardial infarction.,2017 May-Jun,Advances in clinical and experimental medicine : official organ Wroclaw Medical University,Gorska R; Dembowska E; Konopka TP; Wysokinska-Miszczuk J; Pietruska M; Ganowicz E,Journal Article,Adult; Aged; Female; Humans; Hypertension/etiology/pathology; Male; Middle Aged; Myocardial Infarction/*etiology/*pathology; Periodontitis/*etiology/*pathology; Periodontium/*pathology; Risk Factors; Smoking/adverse effects,Clinical
32702140,Relationship between periodontal disease and male infertility: A case-control study.,2021 Apr,Oral diseases,Tao DY; Zhu JL; Xie CY; Kuang YP; Chai WR; Lo ECM; Ye W; Li F; Feng XP; Lu HX,Journal Article,"Case-Control Studies; Humans; *Infertility, Male/epidemiology; Male; *Periodontal Diseases; Sperm Count; Sperm Motility",Clinical
34263416,"Comparing the efficiency of Er,Cr:YSGG laser and diode laser for the treatment of generalized aggressive periodontitis.",2022 Jun,Irish journal of medical science,Talmac AC; Yayli NZA; Calisir M; Ertugrul AS,Journal Article; Randomized Controlled Trial,"*Aggressive Periodontitis/radiotherapy/surgery; Humans; Interleukin-8; Lasers, Semiconductor/therapeutic use; *Lasers, Solid-State; Tumor Necrosis Factor-alpha",Clinical
20348487,Doxycycline effects on serum bone biomarkers in post-menopausal women.,2010 Jun,Journal of dental research,Golub LM; Lee HM; Stoner JA; Reinhardt RA; Sorsa T; Goren AD; Payne JB,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Absorptiometry, Photon; Alkaline Phosphatase/blood; Anti-Bacterial Agents/blood/*therapeutic use; Biomarkers/blood; Bone Diseases, Metabolic/*blood; Bone Remodeling/*physiology; Bone Resorption/blood; Chromatography, High Pressure Liquid; Chronic Periodontitis/*drug therapy/therapy; Collagen Type I/blood; Double-Blind Method; Doxycycline/blood/*therapeutic use; Female; Follow-Up Studies; Humans; Osteocalcin/blood; Osteogenesis/physiology; Peptide Fragments/blood; Peptides/blood; Periodontal Index; Placebos; Postmenopause/*blood; Procollagen/blood",Clinical
40919644,Effect of Ozonated Water in Nonsurgical Management of Periodontitis.,2025 Oct,Clinical and experimental dental research,Yazdanpanahbahabadi M; Ghafouri M; Fereidooni M; Hosseinkazemi H,Journal Article; Randomized Controlled Trial,Humans; *Ozone/therapeutic use; Male; Female; Middle Aged; Adult; *Water; Periodontal Index; Dental Scaling/methods; Treatment Outcome; Root Planing/methods; *Chronic Periodontitis/therapy; *Periodontitis/therapy,Clinical
37719126,Evaluating the Turkish validity and reliability of the Brief Illness Perception Questionnaire in periodontal diseases.,2023,PeerJ,Onder C; Bakirarar B,Journal Article,Humans; Cross-Sectional Studies; Reproducibility of Results; *Periodontal Diseases/diagnosis; Language; Perception,Clinical
38813360,Salivary levels of azurocidin and soluble azurophilic granules in periodontal disease.,2024 Feb,Journal of medicine and life,Jasim FS; Al-Ghurabi BH; Abdulameer LA,Journal Article,Humans; *Saliva/metabolism; Male; Female; Adult; *Biomarkers/metabolism; *Periodontal Diseases/metabolism/pathology; Antimicrobial Cationic Peptides/metabolism; Middle Aged; Case-Control Studies; Gingivitis/metabolism/pathology; Periodontitis/metabolism/pathology; Salivary Proteins and Peptides/metabolism; Neutrophils/metabolism/pathology; Blood Proteins,Clinical
32350903,A randomized controlled trial of the effects of non-surgical periodontal therapy on cardiac function assessed by echocardiography in type 2 diabetic patients.,2020 Jun,Journal of clinical periodontology,Wang Y; Liu HN; Zhen Z; Pelekos G; Wu MZ; Chen Y; Tonetti M; Tse HF; Yiu KH; Jin L,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","*Diabetes Complications; *Diabetes Mellitus, Type 2/complications/therapy; Echocardiography; Humans; Peptide Fragments; *Periodontitis; Ventricular Function, Left",Clinical
24329929,Periodontal effects of 0.25% sodium hypochlorite twice-weekly oral rinse. A pilot study.,2014 Dec,Journal of periodontal research,Galvan M; Gonzalez S; Cohen CL; Alonaizan FA; Chen CT; Rich SK; Slots J,Comparative Study; Journal Article; Randomized Controlled Trial,"Adult; Anti-Infective Agents, Local/*administration & dosage; Bacterial Load/drug effects; Dental Plaque/drug therapy/microbiology; Female; Follow-Up Studies; Fusobacterium/drug effects; Gingival Hemorrhage/drug therapy; Gingivitis/drug therapy; Gram-Negative Bacteria/drug effects; Humans; Male; Mouthwashes/*administration & dosage; Patient Satisfaction; Periodontal Pocket/drug therapy; Periodontitis/*drug therapy/microbiology; Pilot Projects; Single-Blind Method; Sodium Hypochlorite/*administration & dosage; Therapeutic Irrigation/methods",Clinical
32054425,Platelet-rich fibrin in combination with decalcified freeze-dried bone allograft for the management of mandibular degree II furcation defect: A randomised controlled clinical trial.,2019 Dec,Singapore dental journal,Agarwal A; Manjunath RGS; Sethi P; Shankar GS,Journal Article; Randomized Controlled Trial,Allografts; *Furcation Defects/diagnostic imaging/surgery; Humans; Mandible; *Platelet-Rich Fibrin; Treatment Outcome,Clinical
