Dataset,PMID,Title,Metric,Embedding_model,Value
Clinical,26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,n_sentences,MPNet,16.0
Clinical,27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",n_sentences,MPNet,12.0
Clinical,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,n_sentences,MPNet,11.0
Clinical,23866479,The relationship between periodontal disease severity and state-trait anxiety level.,n_sentences,MPNet,15.0
Clinical,21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,n_sentences,MPNet,13.0
Clinical,34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,n_sentences,MPNet,11.0
Clinical,30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,n_sentences,MPNet,11.0
Clinical,33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,n_sentences,MPNet,12.0
Clinical,27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,n_sentences,MPNet,11.0
Review,32316357,Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,mean_label_confidence,MiniLM,0.97
Review,39948158,The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9811764705882352
Review,40897233,Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9814285714285716
Review,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,mean_label_confidence,MiniLM,0.9846153846153848
Review,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,mean_label_confidence,MiniLM,0.98375
Review,26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.985
Review,34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,mean_label_confidence,MiniLM,0.9778947368421052
Review,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,mean_label_confidence,MiniLM,0.9825
Review,33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9783333333333334
Review,41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,mean_label_confidence,MiniLM,0.9794117647058824
Review,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,mean_label_confidence,MiniLM,0.98
Review,39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",mean_label_confidence,MiniLM,0.9825
Review,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,mean_label_confidence,MiniLM,0.9760000000000002
Review,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9683333333333334
Review,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9835714285714288
Review,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9833333333333334
Review,23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.950909090909091
Review,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.982
Review,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,mean_label_confidence,MiniLM,0.9838888888888888
Review,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,mean_label_confidence,MiniLM,0.9815384615384616
Review,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9871428571428572
Review,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.98125
Review,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,mean_label_confidence,MiniLM,0.9741666666666668
Review,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,mean_label_confidence,MiniLM,0.983846153846154
Review,38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",mean_label_confidence,MiniLM,0.9608333333333332
Review,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9853846153846154
Review,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,mean_label_confidence,MiniLM,0.9800000000000002
Review,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9825
Review,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,mean_label_confidence,MiniLM,0.9845454545454548
Review,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9823529411764704
Review,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.965
Review,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,mean_label_confidence,MiniLM,0.9823076923076924
Review,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,mean_label_confidence,MiniLM,0.981818181818182
Review,40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",mean_label_confidence,MiniLM,0.98
Review,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,mean_label_confidence,MiniLM,0.9841176470588237
Review,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,mean_label_confidence,MiniLM,0.9828571428571428
Review,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.975
Review,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,mean_label_confidence,MiniLM,0.9815384615384616
Review,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.978
Review,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,mean_label_confidence,MiniLM,0.979375
Review,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.9833333333333332
Review,41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",mean_label_confidence,MiniLM,0.9766666666666666
Review,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,mean_label_confidence,MiniLM,0.952
Review,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,mean_label_confidence,MiniLM,0.96
Review,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,mean_label_confidence,MiniLM,0.9846153846153848
Review,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,mean_label_confidence,MiniLM,0.9764285714285716
Review,27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",mean_label_confidence,MiniLM,0.938888888888889
Review,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,mean_label_confidence,MiniLM,0.9791666666666669
Review,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,mean_label_confidence,MiniLM,0.983125
Review,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,mean_label_confidence,MiniLM,0.9827272727272728
Clinical,28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",mean_label_confidence,MiniLM,0.985
Clinical,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,mean_label_confidence,MiniLM,0.983125
Clinical,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,mean_label_confidence,MiniLM,0.989
Clinical,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,mean_label_confidence,MiniLM,0.98625
Clinical,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,mean_label_confidence,MiniLM,0.985
Clinical,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,mean_label_confidence,MiniLM,0.98
Clinical,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,mean_label_confidence,MiniLM,0.9854545454545456
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",mean_label_confidence,MiniLM,0.9653846153846152
